candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
2507353	1551		1523543	95.90	1399
628249	1555		72076	84.80	1408
2540794	1487		220160	87.60	1447
2546331	1520		130408	88.60	1448
2547205	1512		4413467	92.10	1489
2560266	1513		183186	93.50	1368
2560633	1554		4313979	96.60	1433
2573910	1508		3593364	87.00	1350
2578714	1527		4363681	89.30	1400
2587333	1550		4455875	91.60	1468
2592403	1544		818108	91.20	1404
268307	1526		571373	91.60	1512
4309354	1523		529501	88.90	1375
625553	1555		72076	84.80	1408
2607833	1555		72076	84.80	1408
2608235	1485		220160	90.60	1445
2609286	1535		639310	92.90	1374
2611489	1529		79153	87.50	1517
2615429	1507		3593364	87.00	1349
2622699	1493		754843	89.90	1410
2626917	1544		818108	92.30	1404
2645000	1489		294399	90.90	1477
2649931	1558		158725	88.70	1517
128625	1554		187838	91.30	1442
2660469	1487		760005	93.20	1408
2668680	1555		72076	84.90	1408
2677385	1737		770082	86.40	1666
2680223	1490		516285	92.90	1349
2683818	1558		158725	88.70	1517
2684261	1535		657046	91.80	1392
2702767	1545		661785	89.90	1490
2706578	1490		625141	90.20	1446
2718311	1528		312237	89.50	1383
2722754	1529		2088685	94.10	1424
2752477	1541		14306	95.40	1442
2760015	1489		220160	91.30	1449
2760629	1544		1963518	89.80	1461
2761928	1516		724147	98.90	1425
2764126	1533		4319691	89.90	1425
2766281	1488		1124560	88.70	1336
2769758	1571		1125228	89.70	1478
2772794	1563		246370	87.20	1484
2775244	1545		212126	88.60	1388
2778461	1515		610967	89.40	1506
2778915	1501		29714	95.70	1453
2779358	1544		212126	88.70	1387
2780645	1533		749805	91.30	1440
2783236	1538		749805	90.10	1445
2801645	1543		523761	92.20	1427
2817226	1486		150615	87.00	1477
2819473	1465		352389	94.30	1418
2820600	1544		818108	90.40	1404
2821279	1568		545371	92.50	1464
610483	1550		4455875	91.70	1468
2834267	1551		168397	92.80	1508
2836974	1545		509522	88.90	1405
2838848	1520		2838848	100.00	1511
2844103	1504		3593364	86.10	1346
326714	1487		103004	92.80	1334
2858425	1577		545371	87.70	1473
2867020	1506		220160	86.80	1466
2867764	1509		3593364	86.90	1351
2868489	1568		3270001	91.10	1412
2869003	1508		3593364	87.20	1350
2874789	1552		4415339	90.90	1401
2875429	1554		4406763	91.00	1504
2879076	1545		509522	88.90	1405
2885638	1517		3849894	96.40	1430
2885749	1523		108724	88.70	1333
2905335	1492		563811	88.20	1412
2918986	1524		539552	93.10	1457
2920184	1556		4367474	93.10	1427
813368	1507		3593364	86.90	1349
2935009	1489		220160	91.30	1449
814852	1544		571320	93.30	1408
2952856	1550		4455875	91.60	1468
916690	1568		545371	92.80	1464
2953997	1544		818108	90.40	1404
2958927	1545		509522	88.90	1405
2985051	1513		724147	88.10	1422
2985416	1493		754843	88.40	1410
2995612	1562		4391715	89.30	1410
2998997	1519		143387	87.70	1384
817858	1540		4319519	99.20	1530
3011620	1509		142489	91.90	1359
3016087	1560		202319	90.90	1543
3030171	1627		575794	87.70	1464
3046726	1519		212889	93.10	1419
3048193	1505		142489	99.00	1355
3059028	1550		1132130	91.10	1501
3078923	1490		516285	92.90	1349
3079206	1556		67842	84.50	1365
1041484	1565		4313979	88.90	1444
4307368	1536		749805	97.90	1441
3110915	1505		4456283	86.40	1395
3119708	1558		4406763	90.80	1508
3126923	1519		106431	94.60	1430
3129281	1584		355098	87.50	1406
3153296	1522		4463767	88.90	1357
3171095	1553		158725	90.20	1512
3173192	1544		818108	91.40	1404
3177679	1488		352389	93.40	1441
235488	1545		661785	95.30	1490
3198667	1501		2888513	91.10	1437
3200224	1543		267381	89.90	1500
3201462	1556		1140419	86.30	1406
3208510	1524		529501	94.10	1379
3222668	1550		4455875	91.60	1468
3226421	1544		818108	90.90	1404
3227824	1541		1049189	89.10	1367
129014	1537		200605	98.20	1527
3233360	1540		126133	95.30	1444
3254541	1542		818108	90.60	1402
3261476	1495		516285	90.60	1352
3272844	1554		4406763	90.90	1504
3272947	1547		93199	92.10	1369
3286983	1519		212889	93.10	1419
3288960	1535		234011	98.80	1412
3292557	1540		161115	95.30	1410
3304482	1544		818108	92.50	1404
3306262	1553		158725	90.30	1512
3311295	1535		4329132	88.10	1430
3313143	1510		645717	86.90	1362
3313348	1559		4457067	93.00	1402
3313921	1521		264412	89.00	1345
3326779	1553		158725	90.20	1512
3338135	1521		3843950	88.70	1504
3339673	1528		529501	90.30	1380
3341679	1526		4356455	89.10	1446
3372469	1509		2012005	87.10	1370
3377067	1490		1124560	88.40	1338
3398605	1508		142489	92.00	1358
3402132	1533		749805	89.70	1440
3415753	1491		754843	89.80	1408
3425198	1549		620479	90.80	1393
3429262	1489		201562	91.80	1397
3432972	1527		529501	90.90	1378
3437016	1539		4319691	91.00	1431
3454274	1530		2088685	93.50	1425
3460243	1540		749805	95.80	1441
3460769	1508		3593364	87.10	1350
788573	1555		72076	84.90	1408
3472383	1544		207114	87.20	1416
3474585	1535		749805	91.80	1440
3476159	1531		639310	90.40	1372
645610	1543		818108	91.60	1403
3485581	1533		805194	89.80	1393
3485648	1550		4455875	91.60	1468
3486930	1537		749805	91.60	1440
3490316	1486		634455	91.30	1451
3495933	1544		818108	92.30	1404
3498923	1551		247490	92.80	1447
3510083	1489		220160	92.10	1449
3526713	1543		200173	91.80	1531
3526876	1557		3020522	87.00	1446
128503	1511		808267	86.50	1383
3551761	1488		1124560	88.70	1336
3563348	1507		2012005	87.00	1369
3574088	1544		818108	91.60	1404
3582255	1492		220160	91.10	1452
81504	1556		3002429	94.00	1408
3586095	1534		33696	95.40	1473
3591580	1490		516285	92.90	1349
3599599	1547		509522	88.30	1407
785760	1537		195674	91.70	1392
3608204	1550		1883799	90.00	1438
745240	1555		72076	84.80	1408
804807	1545		818108	90.10	1405
4308828	1546		223370	88.50	1364
3623950	1552		806148	96.60	1451
3625698	1517		724147	89.60	1426
4420839	1545		661785	95.50	1490
3655262	1542		140938	89.10	1499
3672635	1535		749805	91.40	1442
3674693	1513		4470595	88.40	1442
3675923	1532		3843950	93.40	1515
3678898	1517		250302	92.60	1358
3689623	1491		4473186	90.30	1478
3703169	1518		79153	85.40	1506
3720432	1550		1132130	91.10	1501
3721126	1556		3002429	94.10	1408
3725977	1543		708925	91.60	1391
3730313	1529		248393	89.80	1353
698296	1491		348433	90.50	1447
3750550	1485		228671	91.60	1449
3756908	1519		366392	90.90	1367
3767467	1564		255056	97.60	1392
4344351	1539		126133	96.20	1443
3777162	1548		529501	91.10	1398
3781816	1533		201979	93.10	1491
3791646	1553		1132130	91.10	1504
816451	1544		571320	93.40	1408
3805786	1556		4367474	93.20	1427
519232	1544		818108	91.40	1404
3808853	1505		142489	98.90	1355
3822178	1485		228671	93.30	1449
3824796	1565		255056	97.80	1393
3826011	1533		527288	90.20	1395
3826315	1556		4367474	93.10	1427
3829278	1544		818108	90.40	1404
3834835	1511		544631	94.50	1416
3835597	1545		242647	91.50	1471
3840972	1559		274948	89.90	1446
3843288	1485		228671	92.00	1449
3860764	1541		1137076	92.80	1470
3877343	1540		4452487	88.90	1468
3877367	1558		202319	90.90	1541
3880986	1553		158725	89.50	1512
3882183	1537		33696	87.10	1476
3883136	1544		818108	92.20	1404
129193	1530		3843950	95.20	1513
3893397	1574		4305902	89.80	1531
3905393	1544		818108	91.40	1404
3912756	1509		3593364	86.90	1351
3917462	1485		201562	92.90	1393
3935818	1549		749805	91.20	1448
3935866	1530		529501	91.90	1379
3936004	1549		4323733	90.30	1417
3941139	1525		837712	89.60	1432
3942685	1494		220160	92.00	1454
3944858	1565		4313979	88.90	1444
3946733	1509		127534	93.60	1416
3954336	1556		4406763	88.90	1506
3956808	1540		258188	91.10	1391
3976970	1529		317765	90.00	1485
3978769	1571		4373635	88.70	1439
815942	1545		4307887	88.60	1401
623682	1544		818108	90.90	1404
4007299	1535		851822	92.80	1430
4008231	1533		4483176	91.80	1428
4008646	1519		541514	89.60	1412
4013696	1489		294399	91.00	1477
4024528	1539		126133	96.20	1443
4026143	1544		818108	90.70	1404
4046531	1524		367523	90.00	1478
4055164	1479		50807	88.30	1425
4067753	1554		4313979	96.80	1433
4073340	1542		818108	93.60	1402
4083118	1556		1215	89.50	1495
4096185	1535		657046	92.20	1388
4105724	1493		56503	94.90	1395
4106458	1513		818401	96.00	1370
658635	1556		4406763	89.10	1506
4123579	1501		2888513	91.10	1437
4127893	1546		212126	88.60	1388
4132075	1542		4395750	89.60	1474
108028	1520		15850	90.40	1464
4150998	1545		661785	95.50	1490
4162294	1490		516285	92.90	1349
4165717	1523		367523	88.90	1477
4170037	1520		4323733	90.80	1388
4172691	1591		157331	92.20	1490
784256	1423		216888	85.60	1409
4183921	1505		546834	86.00	1462
4190059	1533		201979	90.90	1491
4204363	1535		657046	91.60	1392
4204932	1554		4406763	91.00	1504
4216614	1490		1124560	88.40	1338
4217190	1557		4307082	94.90	1436
4219370	1565		4406624	87.30	1454
4222524	1553		158725	90.20	1512
4237326	1532		639310	89.30	1373
4238234	1574		518033	93.20	1447
4243866	1517		79153	85.20	1505
4244762	1501		2888513	91.40	1437
4256381	1545		368586	90.70	1469
4256926	1538		611562	82.00	1511
4259413	1542		818108	92.80	1402
4263526	1556		4367474	93.30	1427
715963	1535		198577	92.30	1390
4272985	1544		818108	91.40	1404
4275953	1527		4334217	87.80	1395
4286813	1532		2088685	89.70	1427
4288258	1562		4225237	87.00	1519
668356	1556		4406763	89.10	1506
4296034	1530		2088685	94.20	1425
4299221	1560		4457067	94.00	1403
4300623	1545		4337177	90.30	1505
4303534	1556		4406763	89.10	1506
4304879	1521		234011	86.50	1419
4308164	1555		661785	98.50	1500
4314836	1546		571320	89.10	1410
4318834	1514		111842	91.20	1330
4325014	1606		539547	95.20	1422
4325521	1504		104326	90.20	1412
4326492	1471		140910	88.70	1428
4326603	1546		571320	89.10	1410
4326876	1545		3929437	87.10	1452
4327050	1540		627001	91.50	1530
4327244	1524		4363681	92.60	1399
4327604	1604		770082	93.00	1533
4328150	1501		2888513	91.30	1437
4328648	1542		639310	89.90	1384
4328767	1524		130408	89.70	1452
4329084	1489		220160	91.30	1449
4329133	1551		168397	91.30	1508
4329682	1543		818108	90.60	1403
4329768	1541		627001	87.50	1531
4330063	1553		2707164	99.80	1547
4332986	1544		749805	89.80	1447
4333409	1555		4367474	93.30	1426
4333571	1556		4406763	89.10	1506
4334863	1503		815790	88.30	1421
4336960	1560		202319	90.80	1543
4338114	1488		822929	89.10	1328
4340733	1555		661785	98.40	1500
4341323	1485		228671	91.50	1449
4341810	1555		661785	89.90	1500
4342139	1524		4363681	92.60	1399
4342314	1541		200173	93.10	1529
4343121	1516		4304095	93.50	1351
4343390	1530		2423264	91.20	1471
4343519	1486		352389	91.00	1439
4343683	1535		4329132	88.40	1426
4344960	1544		509522	88.40	1404
4345046	1504		104326	90.30	1413
4345952	1535		749805	92.00	1440
4345956	1505		6047	87.30	1375
4346945	1537		594355	93.70	1391
4347248	1569		541079	91.10	1370
4347267	1537		749805	91.50	1442
4348277	1542		571320	91.90	1408
4348550	1535		749805	91.40	1442
4348874	1552		1140419	86.20	1405
4350433	1527		4350433	100.00	1518
4350952	1493		56503	95.50	1395
4350983	1545		661785	95.40	1490
4351388	1535		529501	90.50	1388
4351467	1535		657046	92.20	1388
4351645	1505		142489	99.00	1355
4352206	1550		10485	88.80	1509
4354087	1490		1124560	88.40	1338
4354946	1544		818108	91.40	1404
4355323	1491		822929	89.30	1331
4355347	1559		4341587	89.10	1519
4355411	1545		661785	91.90	1490
4355625	1513		4413467	92.00	1490
4356129	1501		2888513	91.30	1437
4356131	1542		4395750	90.30	1474
4356693	1551		1523543	96.60	1399
4357341	1519		3849894	96.00	1432
4357656	1490		4436426	89.20	1404
4357903	1544		818108	90.70	1404
4358041	1530		3843950	95.00	1513
4358870	1518		242771	86.10	1404
4358969	1565		255056	98.10	1393
4359399	1536		4323733	91.30	1404
4359594	1544		818108	90.80	1404
4360145	1554		4313979	96.80	1433
4360542	1555		274948	89.00	1442
4360820	1526		202341	87.30	1404
4361038	1545		661785	92.00	1490
4361046	1517		250302	92.20	1358
4361625	1554		4313979	97.00	1433
4365254	1547		661785	92.50	1492
4365877	1503		29714	87.60	1455
4366194	1547		627001	89.50	1537
4367422	1463		87318	88.90	1429
4367893	1531		4463767	91.40	1366
4367894	1507		3593364	86.90	1349
4368012	1555		72076	89.00	1410
4368307	1556		4367474	93.30	1427
4368365	1506		760505	86.90	1424
4368567	1556		3002429	94.10	1408
4370726	1522		242771	88.60	1408
4370809	1537		4329132	91.10	1428
4371454	1491		4473186	90.50	1478
4372410	1527		4463767	88.00	1362
4372921	1485		220160	90.50	1445
4374740	1542		4456735	92.00	1453
4375316	1508		3593364	87.20	1350
4375475	1574		518033	93.40	1447
4375497	1541		749805	88.70	1448
4375651	1504		104326	90.60	1413
4377809	1532		940592	87.80	1479
4378636	1523		177545	91.30	1363
4379510	1539		538458	87.80	1500
4382412	1545		661785	89.40	1490
4383187	1490		516285	92.90	1349
4383605	1544		818108	91.40	1404
4383765	1504		4405486	94.00	1425
4384372	1516		2517611	91.80	1447
4385065	1562		4391715	89.20	1410
4385288	1544		818108	91.40	1404
4386375	1542		1047956	94.80	1361
4386580	1500		815790	88.10	1418
4387942	1504		2888513	91.10	1440
4388547	1529		317765	90.00	1485
4388598	1493		573135	96.20	1378
4388736	1546		223370	88.50	1364
4388850	1540		875406	87.40	1504
4390590	1554		72076	85.30	1407
4390980	1542		571320	93.30	1408
4391547	1485		634455	91.20	1450
4392741	1508		79153	85.30	1496
4392899	1534		851822	89.90	1431
4393521	1536		553290	95.50	1512
4393682	1523		130408	89.30	1451
4393998	1563		4391715	89.80	1411
4394359	1544		818108	92.00	1404
4394429	1551		1523543	95.90	1399
4394966	1537		220057	91.10	1475
4395015	1493		150615	90.90	1484
4395616	1544		818108	91.30	1404
4396056	1518		79153	85.20	1506
4396792	1530		2088685	93.50	1425
4397354	1555		257626	96.30	1512
4397980	1507		3593364	87.30	1349
4398043	1526		241391	92.10	1367
4398454	1532		126133	88.30	1435
4398521	1528		529501	90.90	1379
4398962	1537		749805	91.60	1440
4399217	1530		2088685	94.20	1425
4400115	1501		29714	96.20	1453
4400185	1531		33696	89.60	1470
4400244	1528		33696	90.00	1467
4400920	1549		749805	91.20	1448
4401067	1485		228671	92.70	1449
4401705	1467		4302012	86.60	1330
4401860	1528		529501	90.30	1381
4402257	1535		657046	91.90	1392
4402453	1526		241391	92.10	1367
4402844	1540		553849	86.30	1367
4402904	1556		3101247	91.50	1522
4403600	1521		130408	88.40	1449
4403730	1553		158725	89.90	1512
4403820	1501		2888513	91.30	1437
4404992	1550		1132130	91.10	1501
4405305	1546		223370	88.50	1364
4405653	1529		317765	90.00	1485
4406407	1525		19323	87.80	1489
4406668	1556		4367474	93.10	1427
4406729	1535		657046	91.60	1392
4407493	1550		1132130	91.00	1501
4407494	1544		818108	90.60	1404
4407904	1547		627001	89.50	1537
4408003	1486		634455	91.70	1451
4408150	1537		33696	87.10	1476
4408777	1465		352389	91.00	1418
4408815	1493		754843	88.10	1410
4409882	1506		150615	86.80	1497
4410087	1555		72076	84.90	1408
4410509	1529		364903	87.50	1369
4410987	1550		4455875	91.60	1468
4411321	1523		529501	88.40	1374
4412145	1513		724147	88.80	1422
4412345	1547		4419449	94.00	1446
4412501	1520		4365016	91.40	1379
4412840	1521		15850	94.20	1463
4413120	1544		1047956	94.00	1363
4413127	1535		1127128	96.00	1388
4413755	1544		818108	91.40	1404
4413941	1545		4453084	90.30	1360
4415491	1552		304089	91.80	1436
4417490	1550		4455875	91.60	1468
4417624	1533		4483176	91.90	1428
4419676	1535		657046	91.70	1392
4420453	1541		140806	92.50	1500
4420776	1497		547795	88.10	1417
4420943	1528		264412	89.30	1352
4421459	1549		13932	90.10	1385
4421738	1455		88159	85.30	1368
4422068	1530		2088685	94.20	1425
4422718	1525		4363681	89.60	1398
4423989	1542		818108	90.70	1402
4424397	1515		98091	89.40	1437
4425945	1555		4367474	93.50	1426
4426132	1536		4323733	91.30	1404
4426745	1538		770503	97.60	1415
4429306	1485		220160	90.70	1445
4430726	1465		352389	91.00	1418
4431477	1550		4455875	91.60	1468
4431534	1585		157331	93.20	1484
4432878	1507		6047	88.00	1376
4433531	1490		516285	92.90	1349
4435249	1524		4351087	87.00	1483
4435752	1556		4367474	93.10	1427
4435940	1565		4403977	89.10	1478
4436356	1554		4406763	90.70	1504
4436393	1505		4294643	88.40	1377
4436531	1517		250302	92.50	1358
4436966	1485		228671	93.10	1449
4439176	1556		4406763	89.10	1506
4440880	1550		1132130	91.10	1501
4443190	1561		158725	87.70	1520
4443700	1536		749805	97.00	1443
4443926	1560		4480618	87.40	1416
4444348	1545		368586	89.50	1469
4444741	1535		248393	88.10	1362
4446413	1507		4354577	95.10	1412
4446811	1539		126133	96.30	1443
4448230	1542		639310	89.90	1384
4448288	1545		4307887	88.30	1401
4448519	1541		571320	93.50	1407
4448866	1549		13932	90.10	1385
4448947	1556		67842	84.60	1365
4449878	1537		4329132	92.40	1428
4449967	1548		212126	96.80	1391
4450729	1555		661785	98.00	1500
4451511	1539		553849	87.70	1370
4452778	1559		4457067	93.00	1402
4453050	1554		4406763	91.00	1504
4453271	1533		200173	89.00	1523
4453403	1554		292203	92.80	1409
4453452	1501		2888513	91.10	1437
4453985	1485		1142103	89.90	1472
4454428	1488		4377099	90.60	1436
4454753	1526		263393	87.30	1464
4454849	1524		837712	89.00	1431
4456166	1583		1215	90.60	1524
4456362	1526		529501	90.70	1379
4457669	1519		610967	91.20	1510
4458380	1489		220160	92.60	1449
4460022	1543		770082	95.30	1472
4461903	1489		201562	92.30	1397
4462324	1547		1047401	91.20	1364
4463166	1538		43095	92.30	1443
4463212	1493		754843	89.90	1410
4464508	1554		292203	92.60	1409
4465450	1529		1031733	94.10	1343
4465770	1528		586123	88.30	1446
4466830	1485		1142103	87.10	1472
4467602	1516		4441200	87.80	1513
4467649	1521		15850	94.20	1463
4469333	1508		4426962	86.60	1317
4469345	1561		844103	91.50	1480
4469454	1541		770082	93.00	1470
4469832	1542		627001	89.90	1532
4471499	1471		140910	88.60	1428
4471598	1526		40435	90.80	1348
4472697	1493		625141	87.80	1449
4473713	1554		4482886	92.30	1472
4474784	1544		818108	92.20	1404
4475069	1491		926588	90.60	1308
4476067	1532		541485	90.00	1410
4476364	1550		4455875	91.70	1468
4476741	1509		4476741	100.00	1497
4477120	1524		248393	86.70	1350
4477681	1514		247060	88.50	1347
4477819	1548		168397	93.20	1505
4477878	1510		157382	89.30	1429
4479118	1541		200173	93.00	1529
4479129	1528		309693	88.20	1445
4479146	1556		4406763	89.10	1506
4479625	1465		831971	88.20	1316
4479749	1549		516809	91.40	1405
4480115	1539		126133	96.20	1443
4480468	1542		639310	89.90	1384
4481323	1568		541581	91.50	1522
4484067	1501		2888513	91.60	1437
4484150	1553		158725	88.90	1512
933076	1497		945	87.80	1425
649969	1497		945	87.80	1425
531271	1499		945	87.80	1427
529416	1495		4344999	96.40	1407
526964	1513		64372	100.00	1513
471218	1469		4339175	92.30	1380
470690	1476		153647	89.70	1443
359894	1487		4344999	98.10	1404
285342	1467		219691	93.80	1467
269121	1456		520629	88.80	1358
267312	1473		3022550	88.60	1390
255315	1467		219691	93.60	1467
253592	1469		219691	100.00	1469
252944	1388		142364	88.00	1297
252545	1467		219691	93.90	1467
243787	1468		723969	92.90	1357
238720	1471		1129716	90.20	1440
237861	1467		219691	93.20	1467
233066	1477		1720561	85.30	1408
229771	1476		153647	89.60	1443
226044	1495		111775	91.40	1330
225030	1473		3022550	88.60	1390
216145	1467		187147	92.80	1350
212362	1467		281828	97.20	1435
210224	1498		4483258	84.40	1495
205587	1467		219691	93.70	1467
187016	1475		554129	90.30	1446
186470	1507		142364	88.30	1295
181142	1499		277799	86.60	1338
178974	1499		4483258	84.30	1496
169692	1472		3022550	87.40	1389
156789	1474		1128285	91.50	1376
152457	1466		4426779	89.90	1333
150477	1477		153647	96.70	1444
146450	1478		1128285	97.00	1378
145370	1480		153647	88.30	1447
142642	1476		219691	87.50	1476
140276	1467		563669	88.60	1339
139494	1478		1128285	97.20	1378
137114	1494		945	87.90	1424
137113	1497		4344999	96.20	1407
135883	1500		125020	100.00	1500
133501	1494		945	86.90	1422
133209	1469		104684	90.50	1469
128770	1472		563669	93.70	1343
112417	1495		4344999	96.20	1407
112073	1470		104684	90.20	1470
111673	1489		4344999	98.20	1404
108256	1472		563669	98.40	1343
104684	1471		104684	100.00	1471
1577647	1472		563669	89.90	1343
1802115	1497		945	87.80	1425
1885221	1477		219691	87.70	1477
1889934	1508		142364	88.90	1293
1894655	1471		1720561	85.10	1402
2026882	1492		104936	96.30	1367
2032363	1495		145326	88.50	1334
2058825	1679		4483258	87.40	1676
2086773	1479		219691	87.80	1479
2289218	2211		142364	84.10	2010
2504699	1497		945	87.80	1425
868041	1513		142364	86.40	1297
2591255	1482		153647	88.20	1449
2631853	1496		142364	88.50	1297
2667143	1486		4344999	96.70	1397
2808134	1474		153647	90.20	1441
2940299	1475		1128285	92.20	1375
3030226	1472		3022550	90.60	1389
3080437	1480		64372	86.40	1479
3146165	2212		142358	83.50	2085
3171334	1511		104936	95.10	1386
3195326	1467		219691	92.00	1467
3251608	1497		945	87.80	1425
3427182	1497		945	87.80	1425
3630583	1497		142364	89.30	1298
3784989	2201		142364	89.00	2002
3867975	1472		3022550	89.50	1389
3906081	1475		219691	87.50	1475
4032177	1479		1128285	91.00	1379
878299	1497		945	87.80	1425
4274368	1497		945	87.80	1425
4326142	1473		3022550	90.20	1390
4335697	1497		945	87.80	1425
4338265	1473		3022550	90.20	1390
4359816	1496		142364	89.50	1297
4367067	1468		187147	94.70	1351
4367774	2196		888	82.30	2125
4371156	1489		4344999	98.00	1404
4378647	1475		1128285	96.70	1378
4387918	1495		143380	93.90	1380
4397090	1474		3022550	89.90	1392
4400661	1482		219691	86.50	1482
4408082	1497		945	87.80	1425
4410174	1510		142364	89.50	1299
4413383	1471		3022550	88.90	1389
4416518	1473		3022550	91.30	1391
4416519	1510		104936	95.00	1385
4418037	1512		142364	86.50	1297
4418680	1469		4339175	92.50	1380
4420237	1498		945	87.90	1426
4463343	1471		3022550	88.80	1389
4471291	1572		142364	89.60	1360
4475393	1467		723969	93.30	1356
4485635	1545		818108	90.60	1405
4485373	1529		242647	96.70	1455
4484765	1556		4367474	93.30	1427
4485455	1540		126133	94.80	1444
4485175	1539		4323733	91.10	1407
4484769	1557		4367474	93.30	1428
4485685	1531		528234	89.40	1394
4485132	1575		545371	87.00	1471
4484851	1550		4455875	91.70	1468
4485225	1531		193666	91.30	1386
4484766	1555		4367474	93.60	1426
4485057	1165		170060	87.20	1165
4484742	1556		4367474	93.30	1427
4484972	1275		112239	89.20	1275
4485289	1544		368586	90.40	1468
4484631	1551		4455875	91.80	1469
4484747	1556		4367474	92.90	1427
4484589	1535		749805	91.80	1440
4484497	1533		749805	90.50	1440
4484585	1535		749805	91.60	1440
4484591	1532		749805	91.30	1437
4485292	1540		364760	91.70	1458
4485682	1532		298198	86.50	1386
4485730	1524		367523	89.10	1478
4485731	1524		367523	89.10	1478
4484877	1550		4455875	91.60	1468
4484781	1521		234011	87.20	1418
4485075	1517		250302	91.70	1358
4484926	1565		4313979	88.70	1444
4484876	1550		4455875	91.40	1468
4484941	1489		220160	91.30	1449
4485617	1521		4377373	95.60	1473
4485233	1531		367523	89.20	1485
4485086	1540		4319519	99.20	1530
4485670	1544		571320	92.80	1408
4485082	1517		4377373	95.70	1469
4485562	1556		4406763	89.10	1506
4484974	1568		541581	91.50	1522
4485222	1540		818108	90.80	1402
4485452	1513		724147	88.80	1422
4484675	1553		158725	89.00	1512
4485178	1500		815790	87.90	1420
4484656	1526		4397694	90.20	1346
4484532	1516		610967	91.10	1507
4484975	1568		541581	91.40	1522
4484569	1552		4413256	93.20	1409
4485515	1565		4313979	88.90	1444
4485647	1556		4367474	93.50	1427
4484870	1551		4455875	91.50	1469
4485163	1536		4323733	91.30	1404
4484866	1550		4455875	91.60	1468
4484799	1490		2545405	91.40	1356
4485242	1535		749805	92.00	1440
4484867	1550		4455875	91.60	1468
4485540	1517		250302	92.50	1358
4485047	1545		661785	91.90	1490
4484928	1566		4313979	88.80	1445
4484852	1550		4455875	91.60	1468
4484810	1530		3843950	95.00	1513
4484925	1565		4313979	88.60	1444
4485287	1500		4344999	97.50	1410
4485713	1489		220160	92.30	1449
4484653	1547		4337177	90.30	1507
4484625	1562		158725	87.90	1521
4484654	1547		4337177	90.40	1507
4484626	1562		158725	87.90	1521
4484857	1550		4455875	91.60	1468
4485420	1554		4313979	97.00	1433
4484549	1548		1802722	92.60	1448
4485040	1544		661785	91.80	1489
4484862	1550		4455875	91.60	1468
4485677	1544		571320	92.80	1408
4485045	1545		661785	92.00	1490
4484738	1556		4367474	93.20	1427
4484951	1559		202319	92.20	1542
4485450	1534		851822	89.00	1431
4484950	1559		202319	92.20	1542
4484559	1545		4307887	90.20	1401
4485449	1534		851822	89.00	1431
4485246	1535		749805	92.10	1440
4485382	1551		1625457	87.70	1408
4485151	1520		177545	90.90	1359
4485051	1545		661785	92.00	1490
4484909	1533		14283	89.90	1380
4485587	1556		4406763	89.10	1506
4485022	1545		661785	92.00	1490
4484734	1556		4367474	93.20	1427
4484740	1556		4367474	93.30	1427
4484749	1556		4367474	92.90	1427
4484533	1516		610967	91.10	1507
4485639	1545		818108	90.80	1405
4484757	1556		4367474	93.20	1427
4484760	1555		4367474	93.10	1427
4485638	1544		818108	90.60	1404
4485673	1544		571320	93.00	1408
4484983	1535		4323733	90.60	1403
4485089	1474		1883794	91.10	1430
4485646	1556		4367474	93.50	1427
4485071	1490		754843	89.20	1405
4484966	1555		4413256	88.30	1411
4485112	1555		4406763	90.40	1505
4485285	1470		1883794	88.90	1426
4484949	1559		202319	92.20	1542
4484710	1545		509522	88.90	1405
4485519	1565		4313979	88.90	1444
4484991	1536		91523	91.80	1414
4485415	1554		4313979	97.10	1433
4485544	1531		183870	92.90	1395
4485116	1545		661785	89.80	1490
4485569	1556		4406763	89.10	1506
4484668	1553		158725	89.00	1512
4484618	1467		328931	90.20	1365
4485633	1544		818108	90.40	1404
4485001	1161		170060	88.00	1161
4485021	1545		661785	92.00	1490
4485545	1531		183870	92.70	1395
4484667	1553		158725	89.00	1512
4485002	1281		170060	88.40	1281
4485543	1165		503372	90.20	1165
4484666	1511		1839271	91.40	1442
4484748	1556		4367474	92.90	1427
4485028	1545		661785	91.80	1490
4485263	1532		749805	92.00	1440
4485015	1545		661785	91.90	1490
4485260	1536		749805	92.00	1440
4485533	1536		91523	90.20	1414
4484947	1520		130408	88.70	1448
4484531	1662		844103	90.90	1479
4484977	1530		2088685	94.20	1425
4485245	1535		749805	92.10	1440
4484721	1569		3270001	90.90	1413
4485133	1575		545371	87.00	1471
4484995	1537		4373802	93.60	1352
4484787	1539		126133	95.50	1443
4484517	1561		4403574	92.00	1417
4484847	1550		4455875	91.70	1468
4485197	1547		627001	89.50	1537
4484718	1279		170060	89.60	1279
4484562	1519		585493	88.50	1383
4484910	1564		4313979	88.80	1443
4485401	1510		4455886	92.80	1338
4485129	1575		545371	87.00	1471
4484824	1544		818108	91.60	1404
4485400	1510		4455886	92.80	1338
4485604	1303		1802722	95.20	1300
4485076	1539		126133	96.20	1443
4485036	1545		661785	91.80	1490
4484620	1513		98091	89.60	1435
4484700	1555		661785	95.90	1500
4484727	1418		1116083	88.30	1405
4485434	1567		545371	88.70	1463
4484744	1556		4367474	93.30	1427
4484808	1530		3843950	95.00	1513
4484699	1555		661785	95.90	1500
4484698	1555		661785	96.10	1500
